x	y	TVDss	Layer	Prediction	WellName	por
689340.706	5072557.328	2030.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.053
689340.706	5072557.328	2031.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.062
689340.706	5072557.328	2032.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.056
689340.706	5072557.328	2033.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.071
689340.706	5072557.328	2034.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.043
689340.706	5072557.328	2035.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.015
689340.706	5072557.328	2036.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.052
689340.706	5072557.328	2037.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.056
689340.706	5072557.328	2038.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.039
689340.706	5072557.328	2039.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.025
689340.706	5072557.328	2040.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.021
689340.706	5072557.328	2041.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2042.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2043.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.007
689340.706	5072557.328	2044.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2045.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2046.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	2047.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.004
689340.706	5072557.328	2048.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.018
689340.706	5072557.328	2049.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2050.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.009
689340.706	5072557.328	2051.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.02
689340.706	5072557.328	2052.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2053.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.027
689340.706	5072557.328	2054.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.011
689340.706	5072557.328	2055.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2056.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.027
689340.706	5072557.328	2057.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.02
689340.706	5072557.328	2058.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.07
689340.706	5072557.328	2059.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.129
689340.706	5072557.328	2060.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.071
689340.706	5072557.328	2061.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2062.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2063.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2064.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.037
689340.706	5072557.328	2065.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.018
689340.706	5072557.328	2066.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2067.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.016
689340.706	5072557.328	2068.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.044
689340.706	5072557.328	2069.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	2070.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	2071.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2072.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.014
689340.706	5072557.328	2073.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.043
689340.706	5072557.328	2074.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2075.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.029
689340.706	5072557.328	2076.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2077.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	2078.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.014
689340.706	5072557.328	2079.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2080.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2081.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.009
689340.706	5072557.328	2082.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2083.844	10.0	0.019819546	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2084.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.03
689340.706	5072557.328	2085.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.024
689340.706	5072557.328	2086.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.058
689340.706	5072557.328	2087.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2088.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2089.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2090.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.025
689340.706	5072557.328	2091.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.05
689340.706	5072557.328	2092.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2093.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.034
689340.706	5072557.328	2094.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.014
689340.706	5072557.328	2095.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.025
689340.706	5072557.328	2096.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.035
689340.706	5072557.328	2097.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.133
689340.706	5072557.328	2098.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.036
689340.706	5072557.328	2099.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2100.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2101.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.024
689340.706	5072557.328	2102.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.02
689340.706	5072557.328	2103.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2104.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.003
689340.706	5072557.328	2105.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.104
689340.706	5072557.328	2106.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.041
689340.706	5072557.328	2107.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.061
689340.706	5072557.328	2108.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2109.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2110.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2111.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.033
689340.706	5072557.328	2112.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.075
689340.706	5072557.328	2113.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.117
689340.706	5072557.328	2114.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.057
689340.706	5072557.328	2115.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2116.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2117.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2118.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2119.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.078
689340.706	5072557.328	2120.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.063
689340.706	5072557.328	2121.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.109
689340.706	5072557.328	2122.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.087
689340.706	5072557.328	2123.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.099
689340.706	5072557.328	2124.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.022
689340.706	5072557.328	2125.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.009
689340.706	5072557.328	2126.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2127.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.047
689340.706	5072557.328	2128.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.022
689340.706	5072557.328	2129.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.012
689340.706	5072557.328	2130.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	2131.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2132.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2133.844	10.0	0.022237197	REZOVACCKE_KRCCEVINE-1	0.021
689340.706	5072557.328	2134.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2135.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2136.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2137.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2138.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2139.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2140.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2141.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2142.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.035
689340.706	5072557.328	2143.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2144.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.026
689340.706	5072557.328	2145.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.016
689340.706	5072557.328	2146.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2147.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2148.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.02
689340.706	5072557.328	2149.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2150.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.068
689340.706	5072557.328	2151.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.007
689340.706	5072557.328	2152.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2153.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2154.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2155.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2156.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2157.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.006
689340.706	5072557.328	2158.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.015
689340.706	5072557.328	2159.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.03
689340.706	5072557.328	2160.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2161.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2162.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2163.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2164.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2165.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.017
689340.706	5072557.328	2166.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.004
689340.706	5072557.328	2167.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.011
689340.706	5072557.328	2168.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.113
689340.706	5072557.328	2169.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.075
689340.706	5072557.328	2170.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	2171.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2172.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.013
689340.706	5072557.328	2173.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.003
689340.706	5072557.328	2174.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2175.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	2176.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2177.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2178.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.003
689340.706	5072557.328	2179.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2180.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2181.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2182.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.039
689340.706	5072557.328	2183.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2184.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2185.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2186.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2187.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.011
689340.706	5072557.328	2188.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.014
689340.706	5072557.328	2189.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2190.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2191.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	2192.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.055
689340.706	5072557.328	2193.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.049
689340.706	5072557.328	2194.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.038
689340.706	5072557.328	2195.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.048
689340.706	5072557.328	2196.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	2197.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.04
689340.706	5072557.328	2198.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2199.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.011
689340.706	5072557.328	2200.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2201.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2202.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2203.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2204.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.046
689340.706	5072557.328	2205.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.039
689340.706	5072557.328	2206.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2207.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2208.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2209.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.027
689340.706	5072557.328	2210.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.028
689340.706	5072557.328	2211.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2212.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.039
689340.706	5072557.328	2213.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2214.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2215.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2216.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2217.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2218.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2219.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.037
689340.706	5072557.328	2220.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2221.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2222.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2223.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2224.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2225.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2226.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2227.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2228.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2229.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2230.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2231.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2232.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2233.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2234.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.009
689340.706	5072557.328	2235.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.078
689340.706	5072557.328	2236.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.109
689340.706	5072557.328	2237.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.059
689340.706	5072557.328	2238.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.033
689340.706	5072557.328	2239.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2240.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2241.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2242.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2243.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2244.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2245.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.065
689340.706	5072557.328	2246.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.041
689340.706	5072557.328	2247.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2248.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2249.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2250.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.004
689340.706	5072557.328	2251.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	2252.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.074
689340.706	5072557.328	2253.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2254.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2255.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2256.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.081
689340.706	5072557.328	2257.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.034
689340.706	5072557.328	2258.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.026
689340.706	5072557.328	2259.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.071
689340.706	5072557.328	2260.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2261.844	10.0	0.01616914	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2262.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2263.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2264.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.016
689340.706	5072557.328	2265.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2266.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2267.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2268.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2269.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2270.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2271.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2272.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2273.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2274.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2275.844	10.0	0.01207034	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2276.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2277.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.003
689340.706	5072557.328	2278.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2279.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2280.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2281.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2282.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2283.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2284.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.012
689340.706	5072557.328	2285.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.04
689340.706	5072557.328	2286.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.046
689340.706	5072557.328	2287.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2288.844	10.0	0.013917639	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2289.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2290.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2291.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2292.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2293.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2294.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2295.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2296.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.043
689340.706	5072557.328	2297.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.036
689340.706	5072557.328	2298.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.012
689340.706	5072557.328	2299.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.021
689340.706	5072557.328	2300.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.022
689340.706	5072557.328	2301.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.012
689340.706	5072557.328	2302.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2303.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2304.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2305.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2306.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	2307.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.049
689340.706	5072557.328	2308.844	10.0	0.012937798	REZOVACCKE_KRCCEVINE-1	0.01
