x	y	TVDss	Layer	Prediction	WellName	temp
686218.754	5073539.215	298.851	4.0	37.49689	VIROVITICA-3ALFA	38.618
686218.754	5073539.215	299.851	4.0	37.49689	VIROVITICA-3ALFA	38.667
686218.754	5073539.215	300.851	4.0	37.49689	VIROVITICA-3ALFA	38.716
686218.754	5073539.215	301.851	4.0	37.49689	VIROVITICA-3ALFA	38.765
686218.754	5073539.215	302.851	4.0	37.49689	VIROVITICA-3ALFA	38.814
686218.754	5073539.215	303.851	4.0	37.49689	VIROVITICA-3ALFA	38.863
686218.754	5073539.215	304.851	4.0	37.49689	VIROVITICA-3ALFA	38.912
686218.754	5073539.215	305.851	4.0	39.1079	VIROVITICA-3ALFA	38.961
686218.754	5073539.215	306.851	4.0	39.1079	VIROVITICA-3ALFA	39.01
686218.754	5073539.215	307.851	4.0	39.1079	VIROVITICA-3ALFA	39.059
686218.754	5073539.215	308.851	4.0	39.1079	VIROVITICA-3ALFA	39.108
686218.754	5073539.215	309.851	4.0	39.1079	VIROVITICA-3ALFA	39.157
686218.754	5073539.215	310.851	4.0	39.1079	VIROVITICA-3ALFA	39.206
686218.754	5073539.215	311.851	4.0	39.1079	VIROVITICA-3ALFA	39.255
686218.754	5073539.215	312.851	4.0	39.1079	VIROVITICA-3ALFA	39.304
686218.754	5073539.215	313.851	4.0	39.1079	VIROVITICA-3ALFA	39.353
686218.754	5073539.215	314.851	4.0	39.1079	VIROVITICA-3ALFA	39.402
686218.754	5073539.215	315.851	4.0	39.1079	VIROVITICA-3ALFA	39.451
686218.754	5073539.215	316.851	4.0	39.1079	VIROVITICA-3ALFA	39.5
686218.754	5073539.215	317.851	4.0	39.1079	VIROVITICA-3ALFA	39.549
686218.754	5073539.215	318.851	4.0	39.1079	VIROVITICA-3ALFA	39.598
686218.754	5073539.215	319.851	4.0	39.1079	VIROVITICA-3ALFA	39.647
686218.754	5073539.215	320.851	4.0	39.1079	VIROVITICA-3ALFA	39.696
686218.754	5073539.215	321.851	4.0	39.1079	VIROVITICA-3ALFA	39.745
686218.754	5073539.215	322.851	4.0	39.1079	VIROVITICA-3ALFA	39.794
686218.754	5073539.215	323.851	4.0	39.1079	VIROVITICA-3ALFA	39.843
686218.754	5073539.215	324.851	4.0	39.1079	VIROVITICA-3ALFA	39.892
686218.754	5073539.215	325.851	4.0	39.1079	VIROVITICA-3ALFA	39.941
686218.754	5073539.215	326.851	4.0	39.1079	VIROVITICA-3ALFA	39.99
686218.754	5073539.215	327.851	4.0	39.1079	VIROVITICA-3ALFA	40.039
686218.754	5073539.215	328.851	4.0	39.1079	VIROVITICA-3ALFA	40.088
686218.754	5073539.215	329.851	4.0	40.729282	VIROVITICA-3ALFA	40.137
686218.754	5073539.215	330.851	4.0	40.729282	VIROVITICA-3ALFA	40.186
686218.754	5073539.215	331.851	4.0	40.729282	VIROVITICA-3ALFA	40.235
686218.754	5073539.215	332.851	4.0	40.729282	VIROVITICA-3ALFA	40.284
686218.754	5073539.215	333.851	4.0	40.729282	VIROVITICA-3ALFA	40.333
686218.754	5073539.215	334.851	4.0	40.729282	VIROVITICA-3ALFA	40.382
686218.754	5073539.215	335.851	4.0	40.729282	VIROVITICA-3ALFA	40.431
686218.754	5073539.215	336.851	4.0	40.729282	VIROVITICA-3ALFA	40.48
686218.754	5073539.215	337.851	4.0	40.729282	VIROVITICA-3ALFA	40.529
686218.754	5073539.215	338.851	4.0	40.729282	VIROVITICA-3ALFA	40.578
686218.754	5073539.215	339.851	4.0	40.729282	VIROVITICA-3ALFA	40.627
686218.754	5073539.215	340.851	4.0	40.729282	VIROVITICA-3ALFA	40.676
686218.754	5073539.215	341.851	4.0	40.729282	VIROVITICA-3ALFA	40.725
686218.754	5073539.215	342.851	4.0	40.729282	VIROVITICA-3ALFA	40.774
686218.754	5073539.215	343.851	4.0	40.729282	VIROVITICA-3ALFA	40.823
686218.754	5073539.215	344.851	4.0	40.729282	VIROVITICA-3ALFA	40.872
686218.754	5073539.215	345.851	4.0	40.729282	VIROVITICA-3ALFA	40.921
686218.754	5073539.215	346.851	4.0	40.729282	VIROVITICA-3ALFA	40.97
686218.754	5073539.215	347.851	4.0	40.729282	VIROVITICA-3ALFA	41.019
686218.754	5073539.215	348.851	4.0	40.729282	VIROVITICA-3ALFA	41.068
686218.754	5073539.215	349.851	4.0	40.729282	VIROVITICA-3ALFA	41.117
686218.754	5073539.215	350.851	4.0	40.729282	VIROVITICA-3ALFA	41.166
686218.754	5073539.215	351.851	4.0	42.04231	VIROVITICA-3ALFA	41.215
686218.754	5073539.215	352.851	4.0	42.04231	VIROVITICA-3ALFA	41.264
686218.754	5073539.215	353.851	4.0	42.04231	VIROVITICA-3ALFA	41.313
686218.754	5073539.215	354.851	4.0	42.04231	VIROVITICA-3ALFA	41.362
686218.754	5073539.215	355.851	4.0	42.04231	VIROVITICA-3ALFA	41.411
686218.754	5073539.215	356.851	4.0	42.04231	VIROVITICA-3ALFA	41.46
686218.754	5073539.215	357.851	4.0	42.04231	VIROVITICA-3ALFA	41.509
686218.754	5073539.215	358.851	4.0	42.04231	VIROVITICA-3ALFA	41.558
686218.754	5073539.215	359.851	4.0	42.04231	VIROVITICA-3ALFA	41.607
686218.754	5073539.215	360.851	4.0	42.04231	VIROVITICA-3ALFA	41.656
686218.754	5073539.215	361.851	4.0	42.04231	VIROVITICA-3ALFA	41.705
686218.754	5073539.215	362.851	4.0	42.04231	VIROVITICA-3ALFA	41.754
686218.754	5073539.215	363.851	4.0	42.04231	VIROVITICA-3ALFA	41.803
686218.754	5073539.215	364.851	4.0	42.04231	VIROVITICA-3ALFA	41.852
686218.754	5073539.215	365.851	4.0	42.04231	VIROVITICA-3ALFA	41.901
686218.754	5073539.215	366.851	4.0	42.04231	VIROVITICA-3ALFA	41.95
686218.754	5073539.215	367.851	4.0	42.04231	VIROVITICA-3ALFA	41.999
686218.754	5073539.215	368.851	4.0	42.04231	VIROVITICA-3ALFA	42.048
686218.754	5073539.215	369.851	4.0	42.04231	VIROVITICA-3ALFA	42.097
686218.754	5073539.215	370.851	4.0	42.04231	VIROVITICA-3ALFA	42.146
686218.754	5073539.215	371.851	4.0	42.04231	VIROVITICA-3ALFA	42.195
686218.754	5073539.215	372.851	4.0	43.333332	VIROVITICA-3ALFA	42.244
686218.754	5073539.215	373.851	4.0	43.333332	VIROVITICA-3ALFA	42.293
686218.754	5073539.215	374.851	4.0	43.333332	VIROVITICA-3ALFA	42.342
686218.754	5073539.215	375.851	4.0	43.333332	VIROVITICA-3ALFA	42.391
686218.754	5073539.215	376.851	4.0	43.333332	VIROVITICA-3ALFA	42.44
686218.754	5073539.215	377.851	4.0	43.333332	VIROVITICA-3ALFA	42.489
686218.754	5073539.215	378.851	4.0	43.333332	VIROVITICA-3ALFA	42.538
686218.754	5073539.215	379.851	4.0	43.333332	VIROVITICA-3ALFA	42.587
686218.754	5073539.215	380.851	4.0	43.333332	VIROVITICA-3ALFA	42.636
686218.754	5073539.215	381.851	4.0	43.333332	VIROVITICA-3ALFA	42.685
686218.754	5073539.215	382.851	4.0	43.333332	VIROVITICA-3ALFA	42.734
686218.754	5073539.215	383.851	4.0	43.333332	VIROVITICA-3ALFA	42.783
686218.754	5073539.215	384.851	4.0	43.333332	VIROVITICA-3ALFA	42.832
686218.754	5073539.215	385.851	4.0	43.333332	VIROVITICA-3ALFA	42.881
686218.754	5073539.215	386.851	4.0	43.333332	VIROVITICA-3ALFA	42.93
686218.754	5073539.215	387.851	4.0	43.333332	VIROVITICA-3ALFA	42.979
686218.754	5073539.215	388.851	4.0	43.333332	VIROVITICA-3ALFA	43.028
686218.754	5073539.215	389.851	4.0	43.333332	VIROVITICA-3ALFA	43.077
686218.754	5073539.215	390.851	4.0	43.333332	VIROVITICA-3ALFA	43.126
686218.754	5073539.215	391.851	4.0	43.333332	VIROVITICA-3ALFA	43.175
686218.754	5073539.215	392.851	4.0	43.333332	VIROVITICA-3ALFA	43.224
686218.754	5073539.215	393.851	4.0	43.333332	VIROVITICA-3ALFA	43.273
686218.754	5073539.215	394.851	4.0	43.333332	VIROVITICA-3ALFA	43.322
686218.754	5073539.215	395.851	4.0	43.333332	VIROVITICA-3ALFA	43.371
686218.754	5073539.215	396.851	4.0	44.24664	VIROVITICA-3ALFA	43.42
686218.754	5073539.215	397.851	4.0	44.24664	VIROVITICA-3ALFA	43.469
686218.754	5073539.215	398.851	4.0	44.24664	VIROVITICA-3ALFA	43.518
686218.754	5073539.215	399.851	4.0	44.24664	VIROVITICA-3ALFA	43.567
686218.754	5073539.215	400.851	4.0	44.24664	VIROVITICA-3ALFA	43.616
686218.754	5073539.215	401.851	4.0	44.24664	VIROVITICA-3ALFA	43.665
686218.754	5073539.215	402.851	4.0	44.24664	VIROVITICA-3ALFA	43.714
686218.754	5073539.215	403.851	4.0	44.24664	VIROVITICA-3ALFA	43.763
686218.754	5073539.215	404.851	4.0	44.24664	VIROVITICA-3ALFA	43.812
686218.754	5073539.215	405.851	4.0	44.24664	VIROVITICA-3ALFA	43.861
686218.754	5073539.215	406.851	4.0	44.24664	VIROVITICA-3ALFA	43.91
686218.754	5073539.215	407.851	4.0	44.24664	VIROVITICA-3ALFA	43.959
686218.754	5073539.215	408.851	4.0	44.24664	VIROVITICA-3ALFA	44.008
686218.754	5073539.215	409.851	4.0	44.24664	VIROVITICA-3ALFA	44.057
686218.754	5073539.215	410.851	4.0	44.24664	VIROVITICA-3ALFA	44.106
686218.754	5073539.215	411.851	4.0	44.24664	VIROVITICA-3ALFA	44.155
686218.754	5073539.215	412.851	4.0	44.24664	VIROVITICA-3ALFA	44.204
686218.754	5073539.215	413.851	4.0	44.24664	VIROVITICA-3ALFA	44.253
686218.754	5073539.215	414.851	4.0	44.24664	VIROVITICA-3ALFA	44.302
686218.754	5073539.215	415.851	4.0	44.24664	VIROVITICA-3ALFA	44.351
686218.754	5073539.215	416.851	4.0	44.24664	VIROVITICA-3ALFA	44.4
686218.754	5073539.215	417.851	4.0	44.24664	VIROVITICA-3ALFA	44.449
686218.754	5073539.215	418.851	4.0	44.24664	VIROVITICA-3ALFA	44.498
686218.754	5073539.215	419.851	4.0	44.94148	VIROVITICA-3ALFA	44.547
686218.754	5073539.215	420.851	4.0	44.94148	VIROVITICA-3ALFA	44.596
686218.754	5073539.215	421.851	4.0	44.94148	VIROVITICA-3ALFA	44.645
686218.754	5073539.215	422.851	4.0	44.94148	VIROVITICA-3ALFA	44.694
686218.754	5073539.215	423.851	4.0	44.94148	VIROVITICA-3ALFA	44.743
686218.754	5073539.215	424.851	4.0	44.94148	VIROVITICA-3ALFA	44.792
686218.754	5073539.215	425.851	4.0	44.94148	VIROVITICA-3ALFA	44.841
686218.754	5073539.215	426.851	4.0	44.94148	VIROVITICA-3ALFA	44.89
686218.754	5073539.215	427.851	4.0	44.94148	VIROVITICA-3ALFA	44.939
686218.754	5073539.215	428.851	4.0	44.94148	VIROVITICA-3ALFA	44.988
686218.754	5073539.215	429.851	4.0	44.94148	VIROVITICA-3ALFA	45.037
686218.754	5073539.215	430.851	4.0	44.94148	VIROVITICA-3ALFA	45.086
686218.754	5073539.215	431.851	4.0	44.94148	VIROVITICA-3ALFA	45.135
686218.754	5073539.215	432.851	4.0	44.94148	VIROVITICA-3ALFA	45.184
686218.754	5073539.215	433.851	4.0	44.94148	VIROVITICA-3ALFA	45.233
686218.754	5073539.215	434.851	4.0	44.94148	VIROVITICA-3ALFA	45.282
686218.754	5073539.215	435.851	4.0	44.94148	VIROVITICA-3ALFA	45.331
686218.754	5073539.215	436.851	4.0	44.94148	VIROVITICA-3ALFA	45.38
686218.754	5073539.215	437.851	4.0	44.94148	VIROVITICA-3ALFA	45.429
686218.754	5073539.215	438.851	4.0	44.94148	VIROVITICA-3ALFA	45.478
686218.754	5073539.215	439.851	4.0	44.94148	VIROVITICA-3ALFA	45.527
686218.754	5073539.215	440.851	4.0	44.94148	VIROVITICA-3ALFA	45.576
686218.754	5073539.215	441.851	4.0	44.94148	VIROVITICA-3ALFA	45.625
686218.754	5073539.215	442.851	4.0	46.259556	VIROVITICA-3ALFA	45.674
686218.754	5073539.215	443.851	4.0	46.259556	VIROVITICA-3ALFA	45.723
686218.754	5073539.215	444.851	4.0	46.259556	VIROVITICA-3ALFA	45.772
686218.754	5073539.215	445.851	4.0	46.259556	VIROVITICA-3ALFA	45.821
686218.754	5073539.215	446.851	4.0	46.259556	VIROVITICA-3ALFA	45.87
686218.754	5073539.215	447.851	4.0	46.259556	VIROVITICA-3ALFA	45.919
686218.754	5073539.215	448.851	4.0	46.259556	VIROVITICA-3ALFA	45.968
686218.754	5073539.215	449.851	4.0	46.259556	VIROVITICA-3ALFA	46.017
686218.754	5073539.215	450.851	4.0	46.259556	VIROVITICA-3ALFA	46.066
686218.754	5073539.215	451.851	4.0	46.259556	VIROVITICA-3ALFA	46.115
686218.754	5073539.215	452.851	4.0	46.259556	VIROVITICA-3ALFA	46.164
686218.754	5073539.215	453.851	4.0	46.259556	VIROVITICA-3ALFA	46.213
686218.754	5073539.215	454.851	4.0	46.259556	VIROVITICA-3ALFA	46.262
686218.754	5073539.215	455.851	4.0	46.259556	VIROVITICA-3ALFA	46.311
686218.754	5073539.215	456.851	4.0	46.259556	VIROVITICA-3ALFA	46.36
686218.754	5073539.215	457.851	4.0	46.259556	VIROVITICA-3ALFA	46.409
686218.754	5073539.215	458.851	4.0	46.259556	VIROVITICA-3ALFA	46.458
686218.754	5073539.215	459.851	4.0	46.259556	VIROVITICA-3ALFA	46.507
686218.754	5073539.215	460.851	4.0	46.259556	VIROVITICA-3ALFA	46.556
686218.754	5073539.215	461.851	4.0	46.259556	VIROVITICA-3ALFA	46.605
686218.754	5073539.215	462.851	4.0	46.259556	VIROVITICA-3ALFA	46.654
686218.754	5073539.215	463.851	4.0	47.41244	VIROVITICA-3ALFA	46.703
686218.754	5073539.215	464.851	4.0	47.41244	VIROVITICA-3ALFA	46.752
686218.754	5073539.215	465.851	4.0	47.41244	VIROVITICA-3ALFA	46.801
686218.754	5073539.215	466.851	4.0	47.41244	VIROVITICA-3ALFA	46.85
686218.754	5073539.215	467.851	4.0	47.41244	VIROVITICA-3ALFA	46.899
686218.754	5073539.215	468.851	4.0	47.41244	VIROVITICA-3ALFA	46.948
686218.754	5073539.215	469.851	4.0	47.41244	VIROVITICA-3ALFA	46.997
686218.754	5073539.215	470.851	4.0	47.41244	VIROVITICA-3ALFA	47.046
686218.754	5073539.215	471.851	4.0	47.41244	VIROVITICA-3ALFA	47.095
686218.754	5073539.215	472.851	4.0	47.41244	VIROVITICA-3ALFA	47.144
686218.754	5073539.215	473.851	4.0	47.41244	VIROVITICA-3ALFA	47.193
686218.754	5073539.215	474.851	4.0	47.41244	VIROVITICA-3ALFA	47.242
686218.754	5073539.215	475.851	4.0	47.41244	VIROVITICA-3ALFA	47.291
686218.754	5073539.215	476.851	4.0	47.41244	VIROVITICA-3ALFA	47.34
686218.754	5073539.215	477.851	4.0	47.41244	VIROVITICA-3ALFA	47.389
686218.754	5073539.215	478.851	4.0	47.41244	VIROVITICA-3ALFA	47.438
686218.754	5073539.215	479.851	4.0	47.41244	VIROVITICA-3ALFA	47.487
686218.754	5073539.215	480.851	4.0	47.41244	VIROVITICA-3ALFA	47.536
686218.754	5073539.215	481.851	4.0	47.41244	VIROVITICA-3ALFA	47.585
686218.754	5073539.215	482.851	4.0	47.41244	VIROVITICA-3ALFA	47.634
686218.754	5073539.215	483.851	4.0	47.41244	VIROVITICA-3ALFA	47.683
686218.754	5073539.215	484.851	4.0	47.41244	VIROVITICA-3ALFA	47.732
686218.754	5073539.215	485.851	4.0	47.41244	VIROVITICA-3ALFA	47.781
686218.754	5073539.215	486.851	4.0	47.41244	VIROVITICA-3ALFA	47.83
686218.754	5073539.215	487.851	4.0	47.61491	VIROVITICA-3ALFA	47.879
686218.754	5073539.215	488.851	4.0	47.61491	VIROVITICA-3ALFA	47.928
686218.754	5073539.215	489.851	4.0	47.61491	VIROVITICA-3ALFA	47.977
686218.754	5073539.215	490.851	4.0	47.61491	VIROVITICA-3ALFA	48.026
686218.754	5073539.215	491.851	4.0	47.61491	VIROVITICA-3ALFA	48.075
686218.754	5073539.215	492.851	4.0	47.61491	VIROVITICA-3ALFA	48.124
686218.754	5073539.215	493.851	4.0	47.61491	VIROVITICA-3ALFA	48.173
686218.754	5073539.215	494.851	4.0	47.61491	VIROVITICA-3ALFA	48.222
686218.754	5073539.215	495.851	4.0	47.61491	VIROVITICA-3ALFA	48.271
686218.754	5073539.215	496.851	4.0	47.61491	VIROVITICA-3ALFA	48.32
686218.754	5073539.215	497.851	4.0	47.61491	VIROVITICA-3ALFA	48.369
686218.754	5073539.215	498.851	4.0	47.61491	VIROVITICA-3ALFA	48.418
686218.754	5073539.215	499.851	4.0	47.61491	VIROVITICA-3ALFA	48.467
686218.754	5073539.215	500.851	4.0	47.61491	VIROVITICA-3ALFA	48.516
686218.754	5073539.215	501.851	4.0	47.61491	VIROVITICA-3ALFA	48.565
686218.754	5073539.215	502.851	4.0	47.61491	VIROVITICA-3ALFA	48.614
686218.754	5073539.215	503.851	4.0	47.61491	VIROVITICA-3ALFA	48.663
686218.754	5073539.215	504.851	4.0	47.61491	VIROVITICA-3ALFA	48.712
686218.754	5073539.215	505.851	4.0	47.61491	VIROVITICA-3ALFA	48.761
686218.754	5073539.215	506.851	4.0	47.61491	VIROVITICA-3ALFA	48.81
686218.754	5073539.215	507.851	4.0	49.975163	VIROVITICA-3ALFA	48.859
686218.754	5073539.215	508.851	4.0	49.975163	VIROVITICA-3ALFA	48.908
686218.754	5073539.215	509.851	4.0	49.975163	VIROVITICA-3ALFA	48.957
686218.754	5073539.215	510.851	4.0	49.975163	VIROVITICA-3ALFA	49.006
686218.754	5073539.215	511.851	4.0	49.975163	VIROVITICA-3ALFA	49.055
686218.754	5073539.215	512.851	4.0	49.975163	VIROVITICA-3ALFA	49.104
686218.754	5073539.215	513.851	4.0	49.975163	VIROVITICA-3ALFA	49.153
686218.754	5073539.215	514.851	4.0	49.975163	VIROVITICA-3ALFA	49.202
686218.754	5073539.215	515.851	4.0	49.975163	VIROVITICA-3ALFA	49.251
686218.754	5073539.215	516.851	4.0	49.975163	VIROVITICA-3ALFA	49.3
686218.754	5073539.215	517.851	4.0	49.975163	VIROVITICA-3ALFA	49.349
686218.754	5073539.215	518.851	4.0	49.975163	VIROVITICA-3ALFA	49.398
686218.754	5073539.215	519.851	4.0	49.975163	VIROVITICA-3ALFA	49.447
686218.754	5073539.215	520.851	4.0	49.975163	VIROVITICA-3ALFA	49.496
686218.754	5073539.215	521.851	4.0	49.975163	VIROVITICA-3ALFA	49.545
686218.754	5073539.215	522.851	4.0	49.975163	VIROVITICA-3ALFA	49.594
686218.754	5073539.215	523.851	4.0	49.975163	VIROVITICA-3ALFA	49.643
686218.754	5073539.215	524.851	4.0	49.975163	VIROVITICA-3ALFA	49.692
686218.754	5073539.215	525.851	4.0	49.975163	VIROVITICA-3ALFA	49.741
686218.754	5073539.215	526.851	4.0	49.975163	VIROVITICA-3ALFA	49.79
686218.754	5073539.215	527.851	4.0	49.975163	VIROVITICA-3ALFA	49.839
686218.754	5073539.215	528.851	4.0	49.975163	VIROVITICA-3ALFA	49.888
686218.754	5073539.215	529.851	4.0	49.975163	VIROVITICA-3ALFA	49.937
686218.754	5073539.215	530.851	4.0	49.996304	VIROVITICA-3ALFA	49.986
686218.754	5073539.215	531.851	4.0	49.996304	VIROVITICA-3ALFA	50.035
686218.754	5073539.215	532.851	4.0	49.996304	VIROVITICA-3ALFA	50.084
686218.754	5073539.215	533.851	4.0	49.996304	VIROVITICA-3ALFA	50.133
686218.754	5073539.215	534.851	4.0	49.996304	VIROVITICA-3ALFA	50.182
686218.754	5073539.215	535.851	4.0	49.996304	VIROVITICA-3ALFA	50.231
686218.754	5073539.215	536.851	4.0	49.996304	VIROVITICA-3ALFA	50.28
686218.754	5073539.215	537.851	4.0	49.996304	VIROVITICA-3ALFA	50.329
686218.754	5073539.215	538.851	4.0	49.996304	VIROVITICA-3ALFA	50.378
686218.754	5073539.215	539.851	4.0	49.996304	VIROVITICA-3ALFA	50.427
686218.754	5073539.215	540.851	4.0	49.996304	VIROVITICA-3ALFA	50.476
686218.754	5073539.215	541.851	4.0	49.996304	VIROVITICA-3ALFA	50.525
686218.754	5073539.215	542.851	4.0	49.996304	VIROVITICA-3ALFA	50.574
686218.754	5073539.215	543.851	4.0	49.996304	VIROVITICA-3ALFA	50.623
686218.754	5073539.215	544.851	4.0	49.996304	VIROVITICA-3ALFA	50.672
686218.754	5073539.215	545.851	4.0	50.746346	VIROVITICA-3ALFA	50.721
686218.754	5073539.215	546.851	4.0	50.746346	VIROVITICA-3ALFA	50.77
686218.754	5073539.215	547.851	4.0	50.746346	VIROVITICA-3ALFA	50.819
686218.754	5073539.215	548.851	4.0	50.746346	VIROVITICA-3ALFA	50.868
686218.754	5073539.215	549.851	4.0	50.746346	VIROVITICA-3ALFA	50.917
686218.754	5073539.215	550.851	4.0	50.746346	VIROVITICA-3ALFA	50.966
686218.754	5073539.215	551.851	4.0	50.746346	VIROVITICA-3ALFA	51.015
686218.754	5073539.215	552.851	4.0	50.746346	VIROVITICA-3ALFA	51.064
686218.754	5073539.215	553.851	4.0	50.746346	VIROVITICA-3ALFA	51.113
686218.754	5073539.215	554.851	4.0	50.746346	VIROVITICA-3ALFA	51.162
686218.754	5073539.215	555.851	4.0	50.746346	VIROVITICA-3ALFA	51.211
686218.754	5073539.215	556.851	4.0	50.746346	VIROVITICA-3ALFA	51.26
686218.754	5073539.215	557.851	4.0	50.746346	VIROVITICA-3ALFA	51.309
686218.754	5073539.215	558.851	4.0	50.746346	VIROVITICA-3ALFA	51.358
686218.754	5073539.215	559.851	4.0	50.746346	VIROVITICA-3ALFA	51.407
686218.754	5073539.215	560.851	4.0	50.70408	VIROVITICA-3ALFA	51.456
686218.754	5073539.215	561.851	4.0	50.70408	VIROVITICA-3ALFA	51.505
686218.754	5073539.215	562.851	4.0	50.70408	VIROVITICA-3ALFA	51.554
686218.754	5073539.215	563.851	4.0	50.70408	VIROVITICA-3ALFA	51.603
686218.754	5073539.215	564.851	4.0	50.70408	VIROVITICA-3ALFA	51.652
686218.754	5073539.215	565.851	4.0	50.70408	VIROVITICA-3ALFA	51.701
686218.754	5073539.215	566.851	4.0	50.70408	VIROVITICA-3ALFA	51.75
686218.754	5073539.215	567.851	4.0	50.70408	VIROVITICA-3ALFA	51.799
686218.754	5073539.215	568.851	4.0	50.70408	VIROVITICA-3ALFA	51.848
686218.754	5073539.215	569.851	4.0	50.70408	VIROVITICA-3ALFA	51.897
686218.754	5073539.215	570.851	4.0	50.70408	VIROVITICA-3ALFA	51.946
686218.754	5073539.215	571.851	4.0	50.70408	VIROVITICA-3ALFA	51.995
686218.754	5073539.215	572.851	4.0	50.70408	VIROVITICA-3ALFA	52.044
686218.754	5073539.215	573.851	4.0	50.70408	VIROVITICA-3ALFA	52.093
686218.754	5073539.215	574.851	4.0	50.70408	VIROVITICA-3ALFA	52.142
686218.754	5073539.215	575.851	4.0	50.70408	VIROVITICA-3ALFA	52.191
686218.754	5073539.215	576.851	4.0	50.70408	VIROVITICA-3ALFA	52.24
686218.754	5073539.215	577.851	4.0	52.505905	VIROVITICA-3ALFA	52.289
686218.754	5073539.215	578.851	4.0	52.505905	VIROVITICA-3ALFA	52.338
686218.754	5073539.215	579.851	4.0	52.505905	VIROVITICA-3ALFA	52.387
686218.754	5073539.215	580.851	4.0	52.505905	VIROVITICA-3ALFA	52.436
686218.754	5073539.215	581.851	4.0	52.505905	VIROVITICA-3ALFA	52.485
686218.754	5073539.215	582.851	4.0	52.505905	VIROVITICA-3ALFA	52.534
686218.754	5073539.215	583.851	4.0	52.505905	VIROVITICA-3ALFA	52.583
686218.754	5073539.215	584.851	4.0	52.505905	VIROVITICA-3ALFA	52.632
686218.754	5073539.215	585.851	4.0	52.505905	VIROVITICA-3ALFA	52.681
686218.754	5073539.215	586.851	4.0	52.505905	VIROVITICA-3ALFA	52.73
686218.754	5073539.215	587.851	4.0	52.505905	VIROVITICA-3ALFA	52.779
686218.754	5073539.215	588.851	4.0	52.505905	VIROVITICA-3ALFA	52.828
686218.754	5073539.215	589.851	4.0	52.505905	VIROVITICA-3ALFA	52.877
686218.754	5073539.215	590.851	4.0	52.505905	VIROVITICA-3ALFA	52.926
686218.754	5073539.215	591.851	4.0	52.505905	VIROVITICA-3ALFA	52.975
686218.754	5073539.215	592.851	4.0	52.505905	VIROVITICA-3ALFA	53.024
686218.754	5073539.215	593.851	4.0	52.505905	VIROVITICA-3ALFA	53.073
686218.754	5073539.215	594.851	4.0	52.505905	VIROVITICA-3ALFA	53.122
686218.754	5073539.215	595.851	4.0	52.505905	VIROVITICA-3ALFA	53.171
686218.754	5073539.215	596.851	4.0	52.505905	VIROVITICA-3ALFA	53.22
686218.754	5073539.215	597.851	4.0	52.505905	VIROVITICA-3ALFA	53.269
686218.754	5073539.215	598.851	4.0	52.505905	VIROVITICA-3ALFA	53.318
686218.754	5073539.215	599.851	4.0	52.505905	VIROVITICA-3ALFA	53.367
686218.754	5073539.215	600.851	4.0	52.505905	VIROVITICA-3ALFA	53.416
686218.754	5073539.215	601.851	4.0	52.505905	VIROVITICA-3ALFA	53.465
686218.754	5073539.215	602.851	4.0	52.505905	VIROVITICA-3ALFA	53.514
686218.754	5073539.215	603.851	4.0	52.505905	VIROVITICA-3ALFA	53.563
686218.754	5073539.215	604.851	4.0	52.505905	VIROVITICA-3ALFA	53.612
686218.754	5073539.215	605.851	4.0	52.505905	VIROVITICA-3ALFA	53.661
686218.754	5073539.215	606.851	4.0	52.505905	VIROVITICA-3ALFA	53.71
686218.754	5073539.215	607.851	4.0	52.505905	VIROVITICA-3ALFA	53.759
686218.754	5073539.215	608.851	4.0	54.754158	VIROVITICA-3ALFA	53.808
686218.754	5073539.215	609.851	4.0	54.754158	VIROVITICA-3ALFA	53.857
686218.754	5073539.215	610.851	4.0	54.754158	VIROVITICA-3ALFA	53.906
686218.754	5073539.215	611.851	4.0	54.754158	VIROVITICA-3ALFA	53.955
686218.754	5073539.215	612.851	4.0	54.754158	VIROVITICA-3ALFA	54.004
686218.754	5073539.215	613.851	4.0	54.754158	VIROVITICA-3ALFA	54.053
686218.754	5073539.215	614.851	4.0	54.754158	VIROVITICA-3ALFA	54.102
686218.754	5073539.215	615.851	4.0	54.754158	VIROVITICA-3ALFA	54.151
686218.754	5073539.215	616.851	4.0	54.754158	VIROVITICA-3ALFA	54.2
686218.754	5073539.215	617.851	4.0	54.754158	VIROVITICA-3ALFA	54.249
686218.754	5073539.215	618.851	4.0	54.754158	VIROVITICA-3ALFA	54.298
686218.754	5073539.215	619.851	4.0	54.754158	VIROVITICA-3ALFA	54.347
686218.754	5073539.215	620.851	4.0	54.754158	VIROVITICA-3ALFA	54.396
686218.754	5073539.215	621.851	4.0	54.754158	VIROVITICA-3ALFA	54.445
686218.754	5073539.215	622.851	4.0	54.754158	VIROVITICA-3ALFA	54.494
686218.754	5073539.215	623.851	4.0	54.754158	VIROVITICA-3ALFA	54.543
686218.754	5073539.215	624.851	4.0	54.754158	VIROVITICA-3ALFA	54.592
686218.754	5073539.215	625.851	4.0	55.162937	VIROVITICA-3ALFA	54.641
686218.754	5073539.215	626.851	4.0	55.162937	VIROVITICA-3ALFA	54.69
686218.754	5073539.215	627.851	4.0	55.162937	VIROVITICA-3ALFA	54.739
686218.754	5073539.215	628.851	4.0	55.162937	VIROVITICA-3ALFA	54.788
686218.754	5073539.215	629.851	4.0	55.162937	VIROVITICA-3ALFA	54.837
